month,date,julian,host,full_name,photosyn,block,plot,trt,N_added,PK_added,plant,height,leaves,new_dead,new_rust,new_bs,new_invert,old_dead,old_rust,old_bs,old_invert,total,notes,ks_added_infected_old
July,7/8/19,189,Agre,Agropyron repens,C3,3,26,C,0,no_pk,10,55,6,0,0,,0,20,10,,20,30,,10
July,7/8/19,189,Agre,Agropyron repens,C3,4,39,C,0,no_pk,1,47,6,0,0,,1,5,1,,10,6,,1
July,7/8/19,189,Agre,Agropyron repens,C3,4,39,C,0,no_pk,2,56,6,0,1,,1,5,5,,10,10,,5
July,7/8/19,189,Agre,Agropyron repens,C3,4,39,C,0,no_pk,3,41,7,0,1,,1,10,5,,5,15,,5
July,7/8/19,189,Agre,Agropyron repens,C3,4,39,C,0,no_pk,4,46,5,0,0,,0,20,5,,10,25,,5
July,7/8/19,189,Agre,Agropyron repens,C3,4,39,C,0,no_pk,5,37,2,0,5,,10,5,10,,10,15,,10
July,7/8/19,189,Agre,Agropyron repens,C3,4,39,C,0,no_pk,6,40,4,0,0,,0,5,10,,5,15,,10
July,7/8/19,189,Agre,Agropyron repens,C3,4,39,C,0,no_pk,7,45,6,0,1,,0,5,1,,10,6,,1
July,7/8/19,189,Agre,Agropyron repens,C3,4,39,C,0,no_pk,8,52,6,0,1,,1,10,1,,5,11,,1
July,7/8/19,189,Agre,Agropyron repens,C3,4,39,C,0,no_pk,9,50,6,0,1,,1,30,20,,10,50,,20
July,7/8/19,189,Agre,Agropyron repens,C3,4,39,C,0,no_pk,10,79,4,0,1,,20,30,5,,20,35,,5
July,7/8/19,189,Agre,Agropyron repens,C3,5,58,C,0,no_pk,1,49,6,0,0,,0,5,5,,1,10,"can't find, reflagged",5
July,7/8/19,189,Agre,Agropyron repens,C3,5,58,C,0,no_pk,2,63,5,0,1,,1,5,1,,20,6,,1
July,7/8/19,189,Agre,Agropyron repens,C3,5,58,C,0,no_pk,3,62,7,0,0,,0,5,1,,1,6,,1
July,7/8/19,189,Agre,Agropyron repens,C3,5,58,C,0,no_pk,4,62,6,0,0,,0,20,10,,1,30,,10
July,7/8/19,189,Agre,Agropyron repens,C3,5,58,C,0,no_pk,5,53,6,0,5,,0,5,20,,1,25,,20
July,7/8/19,189,Agre,Agropyron repens,C3,5,58,C,0,no_pk,6,65,6,0,1,,1,30,10,,1,40,,10
July,7/8/19,189,Agre,Agropyron repens,C3,5,58,C,0,no_pk,7,70,6,0,0,,0,10,10,,1,20,,10
July,7/8/19,189,Agre,Agropyron repens,C3,5,58,C,0,no_pk,8,67,7,0,0,,0,10,10,,20,20,,10
July,7/8/19,189,Agre,Agropyron repens,C3,5,58,C,0,no_pk,9,66,8,0,5,,5,10,5,,1,15,,5
July,7/8/19,189,Agre,Agropyron repens,C3,5,58,C,0,no_pk,10,57,5,0,0,,0,0,1,,20,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,1,30,3,0,0,,0,10,0,,1,10,,0
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,2,31,4,0,0,,0,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,3,32,3,0,0,,0,20,1,,1,21,,1
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,4,32,3,0,0,,0,0,0,,1,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,5,35,3,0,0,,0,0,0,,1,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,6,31,2,0,0,,1,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,7,31,3,0,0,,1,0,5,,1,5,,5
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,8,29,3,0,0,,1,5,1,,10,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,9,29,3,0,0,,1,5,1,,1,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,10,19,2,0,0,,1,20,10,,10,30,,10
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,11,21,3,0,0,,0,5,5,,10,10,,5
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,12,30,3,0,0,,1,5,1,,10,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,13,30,3,0,0,,5,50,1,,5,51,,1
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,14,28,3,0,0,,0,0,0,,5,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,15,25,3,0,0,,0,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,16,32,3,0,0,,0,5,5,,1,10,,5
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,17,32,3,0,0,,0,20,5,,10,25,,5
June,6/5/19,156,Agre,Agropyron repens,C3,1,11,C,0,no_pk,18,24,2,0,0,,0,5,0,,1,5,ONLY 18 AGRO RECORDED,0
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,1,36,2,0,0,,5,10,10,,10,20,,10
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,2,40,4,0,0,,0,5,1,,5,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,3,28,2,0,1,,5,0,1,,10,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,4,52,4,0,0,,0,0,0,,5,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,5,38,2,0,0,,1,0,1,,10,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,6,33,2,0,0,,10,0,1,,10,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,7,40,3,0,0,,5,0,1,,10,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,8,35,3,0,0,,1,20,10,,10,30,,10
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,9,26,3,0,0,,0,30,5,,5,35,,5
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,10,31,3,0,0,,5,20,5,,10,25,,5
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,11,42,3,0,0,,0,5,1,,10,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,12,41,4,0,0,,0,5,0,,1,5,,0
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,13,40,4,0,0,,0,20,1,,1,21,,1
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,14,39,3,0,0,,0,0,0,,1,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,15,40,3,0,0,,0,10,0,,10,10,,0
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,16,26,3,0,0,,1,10,1,,0,11,,1
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,17,23,2,5,0,,5,5,0,,5,5,,0
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,18,43,3,0,0,,1,0,0,,10,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,19,47,4,0,0,,1,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,2,13,C,0,no_pk,20,28,3,0,0,,0,0,0,,1,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,3,26,C,0,no_pk,1,29,3,5,0,,0,0,10,,5,10,,10
June,6/5/19,156,Agre,Agropyron repens,C3,3,26,C,0,no_pk,2,35,3,0,1,,0,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,26,C,0,no_pk,3,31,3,0,0,,1,0,1,,10,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,26,C,0,no_pk,4,31,2,0,0,,0,5,1,,0,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,26,C,0,no_pk,5,34,3,0,0,,1,5,5,,5,10,,5
June,6/5/19,156,Agre,Agropyron repens,C3,3,26,C,0,no_pk,6,41,4,0,0,,0,10,10,,10,20,,10
June,6/5/19,156,Agre,Agropyron repens,C3,3,26,C,0,no_pk,7,47,3,0,0,,1,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,26,C,0,no_pk,8,48,3,0,1,,5,20,5,,1,25,,5
June,6/5/19,156,Agre,Agropyron repens,C3,3,26,C,0,no_pk,9,31,3,0,0,,1,10,1,,1,11,,1
June,6/5/19,156,Agre,Agropyron repens,C3,3,26,C,0,no_pk,10,30,3,0,0,,0,5,1,,5,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,4,39,C,0,no_pk,1,33,3,0,0,,0,0,0,,5,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,4,39,C,0,no_pk,2,45,3,0,0,,0,10,0,,5,10,,0
June,6/5/19,156,Agre,Agropyron repens,C3,4,39,C,0,no_pk,3,40,4,0,0,,0,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,4,39,C,0,no_pk,4,30,3,0,0,,5,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,4,39,C,0,no_pk,5,32,3,0,0,,0,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,4,39,C,0,no_pk,6,34,3,0,0,,0,0,5,,5,5,,5
June,6/5/19,156,Agre,Agropyron repens,C3,4,39,C,0,no_pk,7,30,3,0,0,,1,0,0,,1,0,,0
June,6/5/19,156,Agre,Agropyron repens,C3,4,39,C,0,no_pk,8,37,3,0,0,,1,5,5,,5,10,,5
June,6/5/19,156,Agre,Agropyron repens,C3,4,39,C,0,no_pk,9,47,3,0,1,,0,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,4,39,C,0,no_pk,10,59,4,0,0,,1,5,1,,5,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,58,C,0,no_pk,1,42,3,0,0,,0,0,10,,5,10,,10
June,6/5/19,156,Agre,Agropyron repens,C3,5,58,C,0,no_pk,2,45,4,0,0,,0,10,5,,0,15,,5
June,6/5/19,156,Agre,Agropyron repens,C3,5,58,C,0,no_pk,3,48,4,0,0,,0,0,1,,1,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,58,C,0,no_pk,4,53,4,0,0,,0,5,1,,1,6,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,58,C,0,no_pk,5,39,3,0,0,,0,0,1,,5,1,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,58,C,0,no_pk,6,54,4,0,1,,0,10,1,,1,11,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,58,C,0,no_pk,7,48,4,0,0,,0,20,5,,1,25,,5
June,6/5/19,156,Agre,Agropyron repens,C3,5,58,C,0,no_pk,8,46,4,0,0,,0,20,1,,5,21,,1
June,6/5/19,156,Agre,Agropyron repens,C3,5,58,C,0,no_pk,9,51,4,0,0,,0,30,5,,1,35,,5
June,6/5/19,156,Agre,Agropyron repens,C3,5,58,C,0,no_pk,10,45,3,0,1,,1,10,1,,1,11,,1
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,1,59,6,0,5,0,0,40,50,0,0,90,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,2,36,6,0,10,0,0,0,30,0,0,30,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,3,60,6,0,5,0,0,30,40,0,0,70,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,4,72,6,5,5,0,0,30,30,0,0,60,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,5,59,4,0,20,0,0,10,30,0,0,40,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,6,60,4,0,20,0,0,40,30,0,0,70,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,7,67,5,0,1,0,0,10,20,0,0,30,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,8,70,5,0,10,0,0,30,40,0,0,70,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,10,50,7,5,10,0,0,10,40,0,0,50,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,9,54,4,0,20,0,0,5,40,0,0,45,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,1,62,4,5,20,5,0,40,30,0,0,70,leaf folded over with insect inside,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,11,66,5,0,5,0,0,10,30,0,0,40,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,3,48,5,0,10,0,0,30,20,0,0,50,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,4,65,3,5,10,0,0,10,20,0,0,30,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,5,38,6,0,5,0,0,20,30,0,0,50,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,6,47,4,0,10,0,0,40,20,0,0,60,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,7,37,5,0,10,0,0,30,50,0,0,80,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,8,67,5,0,5,0,0,0,10,0,0,10,,10
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,12,37,6,0,5,0,0,1,30,0,0,31,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,10,36,5,0,1,0,0,20,30,0,0,50,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,11,59,5,10,1,0,0,0,20,0,0,20,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,13,52,4,0,5,0,0,5,20,0,0,25,2 dead,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,14,57,4,0,20,0,0,0,40,1,0,41,3 dead,41
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,4,30,2,0,30,1,0,5,30,0,0,35,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,5,42,3,0,20,0,0,20,40,0,0,60,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,6,48,5,0,5,0,0,0,30,0,0,30,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,12,94,5,5,20,0,0,20,40,0,0,60,dead 7,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,8,52,3,5,10,0,0,10,30,0,0,40,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,9,76,6,0,5,0,0,10,10,0,0,20,,10
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,10,86,6,5,10,0,0,20,40,0,0,60,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,,,,,,,,,,,,0,,0
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,1,31,3,20,40,0,0,40,50,0,0,90,,50
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,2,48,4,10,10,0,0,20,20,1,0,41,,21
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,3,63,6,0,10,0,0,0,10,0,0,10,,10
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,4,41,2,1,10,0,0,10,20,0,0,30,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,5,61,6,0,5,0,0,10,40,1,5,51,,41
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,6,44,4,10,30,0,0,20,20,0,0,40,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,7,46,4,2,10,0,0,40,30,5,0,75,,35
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,8,36,2,5,20,0,0,40,30,0,0,70,,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,12,69,5,0,10,0,0,0,30,0,0,30,9 dead,30
August,8/6/19,218,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,11,45,6,5,5,0,0,10,30,1,0,41,,31
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,1,63,4,0,20,1,0,10,30,1,0,41,,31
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,2,,,,,,,,,,,0,dead,0
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,3,51,5,0,30,0,0,20,30,1,0,51,,31
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,4,,,,,,,,,,,0,dead,0
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,5,53,8,0,5,0,0,5,20,0,0,25,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,6,62,4,0,10,0,0,30,20,1,0,51,,21
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,7,37,4,5,10,0,1,40,20,0,0,60,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,8,112,9,0,5,0,0,40,40,0,0,80,,40
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,9,59,7,0,10,0,0,40,40,1,0,81,,41
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,10,,,,,,,,,,,0,dead,0
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,15,65,4,0,10,0,0,0,20,0,0,20,,20
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,12,48,6,0,10,0,0,5,30,1,0,36,,31
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,13,63,4,0,10,0,10,5,10,0,0,15,,10
August,8/6/19,218,Ange,Andropogon gerardii,C4,5,58,C,0,no_pk,11,57,3,0,20,0,0,5,20,0,1,25,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,1,36,4,0,1,,0,20,20,,0,40,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,2,27,6,0,10,,0,20,30,,0,50,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,3,42,5,0,5,,0,0,20,,0,20,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,4,47,5,0,55,,0,20,10,,5,30,chewing,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,5,56,6,0,5,,0,10,40,,0,50,,40
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,6,46,4,0,5,,0,5,10,,0,15,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,7,42,4,0,10,,0,0,5,,0,5,,5
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,8,60,5,0,10,,0,0,10,,0,10,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,9,46,5,0,10,,0,20,40,,0,60,,40
July,7/8/19,189,Ange,Andropogon gerardii,C4,1,11,C,0,no_pk,10,45,7,0,5,,0,0,20,,0,20,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,1,52,4,0,5,,0,5,10,,0,15,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,2,30,4,5,10,,0,10,30,,0,40,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,3,37,5,0,10,,0,10,20,,0,30,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,4,50,6,0,1,,0,10,20,,0,30,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,5,29,6,0,10,,0,1,20,,0,21,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,6,37,5,0,1,,0,0,5,,0,5,,5
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,7,33,7,0,1,,0,1,5,,0,6,,5
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,8,60,5,0,1,,0,5,20,,0,25,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,9,24,4,0,5,,0,0,10,,0,10,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,2,13,C,0,no_pk,10,28,5,1,5,,0,10,20,,0,30,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,1,55,3,0,5,,0,5,20,,0,25,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,2,,,,,,,,,,,0,"almost dead, not scoring",0
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,3,22,3,10,30,,0,30,40,,0,70,,40
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,4,30,6,0,5,,0,1,20,,0,21,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,5,35,6,0,5,,0,10,30,,0,40,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,6,39,5,0,5,,0,5,20,,0,25,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,7,34,3,10,40,,0,30,60,,0,90,new leaf - bleached,60
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,8,35,3,5,30,,0,40,40,,0,80,,40
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,9,70,4,0,5,,0,10,30,,0,40,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,10,62,5,0,10,,0,0,30,,,30,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,3,26,C,0,no_pk,11,65,6,0,1,,0,0,5,,0,5,,5
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,1,32,6,5,20,,0,30,50,,0,80,,50
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,2,46,3,0,1,,0,10,5,,0,15,,5
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,3,57,6,0,1,,0,5,10,,0,15,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,4,34,4,0,5,,0,5,10,,0,15,,10
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,5,43,6,0,1,,0,10,30,,0,40,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,6,32,5,0,10,,0,10,20,,0,30,,20
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,7,27,4,0,1,,0,10,30,,0,40,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,8,23,3,10,20,,0,10,30,,0,40,,30
July,7/8/19,189,Ange,Andropogon gerardii,C4,4,39,C,0,no_pk,9,46,4,0,5,,0,5,30,,0,35,,30
