date,julian,month,collection,block,plot,subplot,trt,N_added,individual,plant,functional_group,height,leaf_location,length,width,area,infected_senesced,fungal,senesced,living,infected_all_dates,front_1,front_2,front_3,front_4,front_5,back_1,back_2,back_3,back_4,back_5,NEE
6.18.19,169,June,2,2,20,C,N1,1,1,AGROPYRON REPENS,GRASS,33.3,Oldest leaf (not senescent),15.7,0.5,7.85,10,,,90,10,40,47,41,38,42,20,23,20,19,22,-9.986757555
6.18.19,169,June,2,2,20,C,N1,1,5,ANDROPOGON GERARDII,GRASS,14.6,Oldest leaf (not senescent),12.7,0.35,4.445,50,,,50,50,0,0,0,0,0,75,77,79,75,62,-9.986757555
6.18.19,169,June,2,2,20,C,N1,1,4,ANDROPOGON GERARDII,GRASS,19.8,Oldest leaf (not senescent),28.7,0.65,18.655,70,,,30,70,0,0,0,0,0,124,141,119,89,90,-9.986757555
6.18.19,169,June,2,2,20,C,N1,1,3,ANDROPOGON GERARDII,GRASS,16.2,Oldest leaf (not senescent),4.9,0.4,1.96,0,,,100,0,7,2,0,0,0,130,117,102,105,124,-9.986757555
6.18.19,169,June,2,2,20,C,N1,1,2,ANDROPOGON GERARDII,GRASS,8,Oldest leaf (not senescent),20.3,0.5,10.15,60,,,40,60,0,0,0,0,0,122,105,93,103,106,-9.986757555
6.18.19,169,June,2,2,20,C,N1,1,1,ANDROPOGON GERARDII,GRASS,8.9,Oldest leaf (not senescent),21.6,0.4,8.64,80,,,20,80,0,0,0,0,0,116,108,99,84,93,-9.986757555
6.21.2019,172,June,2,2,24,B,N10,10,5,AGROPYRON REPENS,GRASS,28.5,Oldest leaf (not senescent),10.1,0.65,6.565,40,,,60,40,50,44,56,55,51,25,23,28,14,11,-5.092044216
6.21.2019,172,June,2,2,24,B,N10,10,4,AGROPYRON REPENS,GRASS,43.8,Oldest leaf (not senescent),11.6,0.85,9.86,50,,,50,50,60,55,60,62,59,28,24,23,27,33,-5.092044216
6.21.2019,172,June,2,2,24,B,N10,10,3,AGROPYRON REPENS,GRASS,42.8,Oldest leaf (not senescent),11.8,0.8,9.44,15,,,85,15,54,56,59,46,47,26,22,21,24,26,-5.092044216
6.21.2019,172,June,2,2,24,B,N10,10,2,AGROPYRON REPENS,GRASS,48.6,Oldest leaf (not senescent),11.7,0.8,9.36,40,,,60,40,66,59,86,84,89,53,35,30,32,35,-5.092044216
6.21.2019,172,June,2,2,24,B,N10,10,1,AGROPYRON REPENS,GRASS,47.8,Oldest leaf (not senescent),9.9,0.8,7.92,20,,,80,20,53,49,55,48,48,20,22,28,24,27,-5.092044216
6.21.2019,172,June,2,2,24,B,N10,10,5,POA PRATENSIS,GRASS,44.4,Oldest leaf (not senescent),6,0.25,1.5,25,,,75,25,111,109,111,106,103,53,37,42,47,36,-5.092044216
6.21.2019,172,June,2,2,24,B,N10,10,4,POA PRATENSIS,GRASS,48.9,Oldest leaf (not senescent),7.7,0.3,2.31,20,,,80,20,,,,,,41,46,47,52,50,-5.092044216
6.21.2019,172,June,2,2,24,B,N10,10,3,POA PRATENSIS,GRASS,43.1,Oldest leaf (not senescent),4.1,0.2,0.82,33,,,67,33,,,,,,36,36,34,37,26,-5.092044216
6.21.2019,172,June,2,2,24,B,N10,10,2,POA PRATENSIS,GRASS,57,Oldest leaf (not senescent),2.6,0.3,0.78,50,,,50,50,91,105,103,97,99,31,32,31,32,39,-5.092044216
6.21.2019,172,June,2,2,24,B,N10,10,1,POA PRATENSIS,GRASS,53.3,Oldest leaf (not senescent),4.5,0.25,1.125,5,,,95,5,107,118,113,115,134,38,44,43,39,45,-5.092044216
6.18.19,169,June,2,2,17,D,N5,5,5,AGROPYRON REPENS,GRASS,29.6,Oldest leaf (not senescent),12.6,0.5,6.3,5,,,95,5,42,55,41,52,46,28,25,30,20,21,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,4,AGROPYRON REPENS,GRASS,35.2,Oldest leaf (not senescent),14.1,0.5,7.05,1,,,99,1,50,57,52,67,70,34,26,42,22,28,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,3,AGROPYRON REPENS,GRASS,45.1,Oldest leaf (not senescent),16.5,0.75,12.375,10,,,90,10,38,41,46,48,51,27,36,35,32,32,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,2,AGROPYRON REPENS,GRASS,46,Oldest leaf (not senescent),17.7,0.6,10.62,10,,,90,10,41,32,38,42,38,29,28,27,17,18,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,1,AGROPYRON REPENS,GRASS,42.1,Oldest leaf (not senescent),18.2,0.7,12.74,5,,,95,5,38,38,45,50,54,32,29,27,17,21,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,5,ANDROPOGON GERARDII,GRASS,27.9,Oldest leaf (not senescent),26.2,0.35,9.17,80,,,20,80,0,1,1,0,0,,,,,,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,4,ANDROPOGON GERARDII,GRASS,21.4,Oldest leaf (not senescent),3.4,0.6,2.04,2,,,98,2,12,6,7,5,1,109,85,88,96,94,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,3,ANDROPOGON GERARDII,GRASS,21,Oldest leaf (not senescent),8.8,0.45,3.96,0,,,100,0,0,3,6,5,5,119,117,131,126,109,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,2,ANDROPOGON GERARDII,GRASS,19.5,Oldest leaf (not senescent),27.3,0.55,15.015,80,,,20,80,6,1,1,6,0,103,120,100,103,91,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,1,ANDROPOGON GERARDII,GRASS,10.5,Oldest leaf (not senescent),10.1,0.6,6.06,0,,,100,0,3,7,12,3,1,129,118,122,164,187,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,5,POA PRATENSIS,GRASS,10.6,Oldest leaf (not senescent),6.3,0.2,1.26,0,,,100,0,152,138,144,143,202,14,35,30,,,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,4,POA PRATENSIS,GRASS,45,Oldest leaf (not senescent),4.8,0.35,1.68,0,,,100,0,107,96,110,95,113,53,47,41,44,40,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,3,POA PRATENSIS,GRASS,34.3,Oldest leaf (not senescent),6.8,0.3,2.04,10,,,90,10,104,148,129,163,128,29,28,61,40,52,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,2,POA PRATENSIS,GRASS,22.4,Oldest leaf (not senescent),8.4,0.2,1.68,5,,,95,5,76,70,73,73,76,14,10,12,10,18,-9.727267409
6.18.19,169,June,2,2,17,D,N5,5,1,POA PRATENSIS,GRASS,22.7,Oldest leaf (not senescent),18.9,0.35,6.615,2,,,98,2,91,65,80,97,95,15,15,16,12,9,-9.727267409
6.18.19,169,June,2,2,14,A,NK,10,5,AGROPYRON REPENS,GRASS,31.3,Oldest leaf (not senescent),18.2,0.7,12.74,33,,,67,33,35,41,32,45,33,11,21,13,12,17,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,4,AGROPYRON REPENS,GRASS,38.8,Oldest leaf (not senescent),22.9,0.8,18.32,10,,,90,10,27,31,30,26,29,14,12,11,13,8,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,3,AGROPYRON REPENS,GRASS,49,Oldest leaf (not senescent),20.6,0.95,19.57,10,,,90,10,29,30,32,48,39,15,20,11,13,12,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,2,AGROPYRON REPENS,GRASS,44.3,Oldest leaf (not senescent),20.2,1.1,22.22,10,,,90,10,27,32,36,25,20,11,10,12,14,15,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,1,AGROPYRON REPENS,GRASS,40.6,Oldest leaf (not senescent),17.8,0.5,8.9,20,,,80,20,31,28,30,31,35,13,18,13,8,20,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,5,ANDROPOGON GERARDII,GRASS,13.7,Oldest leaf (not senescent),8,0.6,4.8,0,,,100,0,11,8,9,10,8,88,92,87,92,86,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,4,ANDROPOGON GERARDII,GRASS,21,Oldest leaf (not senescent),12,0.9,10.8,5,,,95,5,3,0,5,14,20,72,72,143,149,105,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,3,ANDROPOGON GERARDII,GRASS,20.6,Oldest leaf (not senescent),16.6,0.4,6.64,40,,,60,40,0,0,0,0,1,114,90,109,107,109,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,2,ANDROPOGON GERARDII,GRASS,19.3,Oldest leaf (not senescent),16,0.7,11.2,60,,,40,60,0,0,0,2,0,55,61,50,55,58,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,1,ANDROPOGON GERARDII,GRASS,30.4,Oldest leaf (not senescent),11.9,0.5,5.95,50,,,50,50,0,0,0,0,0,86,98,111,105,97,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,5,POA PRATENSIS,GRASS,25,Oldest leaf (not senescent),8,0.2,1.6,33,,,67,33,106,101,124,100,88,28,31,22,29,21,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,4,POA PRATENSIS,GRASS,59.5,Oldest leaf (not senescent),5.3,0.4,2.12,5,,,95,5,120,120,116,119,115,44,49,49,52,53,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,3,POA PRATENSIS,GRASS,13.8,Oldest leaf (not senescent),2.2,0.3,0.66,0,,,100,0,,,,,,67,45,54,42,38,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,2,POA PRATENSIS,GRASS,18,Oldest leaf (not senescent),5.8,0.2,1.16,70,,,30,70,143,120,141,153,148,14,19,17,22,21,-12.24748449
6.18.19,169,June,2,2,14,A,NK,10,1,POA PRATENSIS,GRASS,53.5,Oldest leaf (not senescent),8.5,0.25,2.125,33,,,67,33,129,141,131,128,116,24,24,22,23,20,-12.24748449
6.18.19,169,June,2,2,16,B,NP,10,5,ANDROPOGON GERARDII,GRASS,30.7,Oldest leaf (not senescent),10.6,0.45,4.77,0,,,100,0,0,0,0,0,0,,,,,,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,4,ANDROPOGON GERARDII,GRASS,34.5,Oldest leaf (not senescent),9.3,0.5,4.65,0,,,100,0,0,0,0,0,0,86,81,70,85,87,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,3,ANDROPOGON GERARDII,GRASS,39.5,Oldest leaf (not senescent),21.6,0.45,9.72,2,,,98,2,0,0,0,0,0,80,82,76,84,71,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,2,ANDROPOGON GERARDII,GRASS,41.6,Oldest leaf (not senescent),10,0.5,5,25,,,75,25,0,0,0,0,0,70,66,77,85,99,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,1,ANDROPOGON GERARDII,GRASS,45,Oldest leaf (not senescent),19.8,0.5,9.9,20,,,80,20,0,0,0,0,0,98,105,108,78,72,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,5,POA PRATENSIS,GRASS,15.6,Oldest leaf (not senescent),9,0.25,2.25,1,,,99,1,182,161,155,,,65,45,46,51,62,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,4,POA PRATENSIS,GRASS,12,Oldest leaf (not senescent),6.8,0.25,1.7,0,,,100,0,160,138,138,130,119,43,59,59,57,49,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,3,POA PRATENSIS,GRASS,61.5,Oldest leaf (not senescent),33.6,0.25,8.4,0,,,100,0,135,145,128,140,130,,,,,,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,2,POA PRATENSIS,GRASS,38.5,Oldest leaf (not senescent),4.6,0.2,0.92,50,,,50,50,143,128,106,112,131,37,31,31,37,28,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,5,AGROPYRON REPENS,GRASS,39,Oldest leaf (not senescent),19.1,0.7,13.37,10,,,90,10,24,25,32,32,35,13,16,13,14,14,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,4,AGROPYRON REPENS,GRASS,35.5,Oldest leaf (not senescent),15.5,0.8,12.4,5,,,95,5,31,33,34,38,45,25,24,24,23,26,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,3,AGROPYRON REPENS,GRASS,41.7,Oldest leaf (not senescent),20.7,0.6,12.42,30,,,70,30,46,45,46,38,50,20,25,21,15,22,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,2,AGROPYRON REPENS,GRASS,38.5,Oldest leaf (not senescent),19.9,0.4,7.96,25,,,75,25,48,53,46,50,46,18,12,14,13,9,-22.64296361
6.18.19,169,June,2,2,16,B,NP,10,1,AGROPYRON REPENS,GRASS,27.9,Oldest leaf (not senescent),12.4,0.4,4.96,30,,,70,30,36,34,34,36,33,17,16,15,21,18,-22.64296361
6.18.19,169,June,2,2,18,D,NPK,10,5,POA PRATENSIS,GRASS,28.1,Oldest leaf (not senescent),9.9,0.3,2.97,5,,,95,5,125,125,124,134,144,17,24,26,19,34,-12.98339276
6.18.19,169,June,2,2,18,D,NPK,10,4,POA PRATENSIS,GRASS,32.9,Oldest leaf (not senescent),10.8,0.25,2.7,75,,,25,75,100,84,74,75,91,18,13,12,23,14,-12.98339276
6.18.19,169,June,2,2,18,D,NPK,10,3,POA PRATENSIS,GRASS,26.2,Oldest leaf (not senescent),9.5,0.2,1.9,2,,,98,2,119,126,122,118,113,18,23,21,30,34,-12.98339276
6.18.19,169,June,2,2,18,D,NPK,10,2,POA PRATENSIS,GRASS,23.5,Oldest leaf (not senescent),7.9,0.5,3.95,5,,,95,5,131,151,116,145,148,38,22,23,41,39,-12.98339276
6.18.19,169,June,2,2,18,D,NPK,10,1,POA PRATENSIS,GRASS,36.6,Oldest leaf (not senescent),23.4,0.25,5.85,10,,,90,10,86,82,74,72,76,8,8,6,9,6,-12.98339276
6.18.19,169,June,2,2,18,D,NPK,10,5,AGROPYRON REPENS,GRASS,47.8,Oldest leaf (not senescent),15.8,0.65,10.27,5,,,95,5,30,28,31,39,30,20,14,24,13,15,-12.98339276
6.18.19,169,June,2,2,18,D,NPK,10,4,AGROPYRON REPENS,GRASS,48.2,Oldest leaf (not senescent),13.2,0.5,6.6,20,,,80,20,30,31,42,30,30,19,21,20,20,22,-12.98339276
6.18.19,169,June,2,2,18,D,NPK,10,3,AGROPYRON REPENS,GRASS,52.4,Oldest leaf (not senescent),13.2,0.7,9.24,10,,,90,10,36,34,38,49,45,26,25,24,24,25,-12.98339276
6.18.19,169,June,2,2,18,D,NPK,10,2,AGROPYRON REPENS,GRASS,53.5,Oldest leaf (not senescent),23.5,0.75,17.625,2,,,98,2,29,28,24,43,58,24,25,19,23,21,-12.98339276
6.18.19,169,June,2,2,18,D,NPK,10,1,AGROPYRON REPENS,GRASS,48.4,Oldest leaf (not senescent),15.4,0.75,11.55,25,,,75,25,32,34,34,31,32,12,10,18,13,23,-12.98339276
6.21.2019,172,June,2,2,23,A,NPK_H,10,5,AGROPYRON REPENS,GRASS,65.3,Oldest leaf (not senescent),21.2,0.65,13.78,50,,,50,50,40,34,44,32,40,22,17,21,30,19,-31.4349113
6.21.2019,172,June,2,2,23,A,NPK_H,10,4,AGROPYRON REPENS,GRASS,57.3,Oldest leaf (not senescent),17.7,0.75,13.275,5,,,95,5,38,32,43,47,46,17,19,18,26,21,-31.4349113
6.21.2019,172,June,2,2,23,A,NPK_H,10,3,AGROPYRON REPENS,GRASS,69.2,Oldest leaf (not senescent),19.5,1,19.5,60,,,40,60,69,59,33,40,43,22,20,18,21,23,-31.4349113
6.21.2019,172,June,2,2,23,A,NPK_H,10,2,AGROPYRON REPENS,GRASS,61.2,Oldest leaf (not senescent),27.7,0.7,19.39,5,,,95,5,28,29,32,41,39,21,21,19,7,6,-31.4349113
6.21.2019,172,June,2,2,23,A,NPK_H,10,1,AGROPYRON REPENS,GRASS,56.7,Oldest leaf (not senescent),14.9,0.85,12.665,5,,,95,5,52,42,46,65,60,29,25,25,29,36,-31.4349113
6.21.2019,172,June,2,2,23,A,NPK_H,10,5,POA PRATENSIS,GRASS,50.3,Oldest leaf (not senescent),6.2,0.25,1.55,2,,,98,2,139,121,133,137,128,42,40,40,34,31,-31.4349113
6.21.2019,172,June,2,2,23,A,NPK_H,10,4,POA PRATENSIS,GRASS,40.3,Oldest leaf (not senescent),12.3,0.25,3.075,10,,,90,10,108,109,88,,,25,11,12,19,8,-31.4349113
6.21.2019,172,June,2,2,23,A,NPK_H,10,3,POA PRATENSIS,GRASS,55.1,Oldest leaf (not senescent),10.6,0.25,2.65,33,,,67,33,113,89,110,112,77,16,20,21,18,20,-31.4349113
6.21.2019,172,June,2,2,23,A,NPK_H,10,2,POA PRATENSIS,GRASS,72.2,Oldest leaf (not senescent),10.6,0.3,3.18,5,,,95,5,118,110,106,104,99,26,33,30,38,46,-31.4349113
6.21.2019,172,June,2,2,23,A,NPK_H,10,1,POA PRATENSIS,GRASS,62.5,Oldest leaf (not senescent),10.6,0.3,3.18,2,,,98,2,102,100,101,102,113,28,35,32,32,28,-31.4349113
6.18.19,169,June,2,2,19,C,P,0,5,POA PRATENSIS,GRASS,15.7,Oldest leaf (not senescent),5.1,0.2,1.02,0,,,100,0,113,92,99,,,16,14,15,,,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,4,POA PRATENSIS,GRASS,15.5,Oldest leaf (not senescent),13.9,0.25,3.475,5,,,95,5,116,104,104,110,108,28,24,26,27,34,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,3,POA PRATENSIS,GRASS,15.4,Oldest leaf (not senescent),15,0.2,3,2,,,98,2,,,,,,17,15,18,19,21,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,2,POA PRATENSIS,GRASS,17.6,Oldest leaf (not senescent),13.9,0.25,3.475,2,,,98,2,124,121,108,84,96,34,29,30,21,31,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,1,POA PRATENSIS,GRASS,16.1,Oldest leaf (not senescent),14.2,0.25,3.55,0,,,100,0,114,106,116,108,109,43,43,33,22,21,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,5,ANDROPOGON GERARDII,GRASS,22.1,Oldest leaf (not senescent),14.9,0.5,7.45,0,,,100,0,1,2,0,0,0,76,74,79,79,72,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,4,ANDROPOGON GERARDII,GRASS,19.3,Oldest leaf (not senescent),16.1,0.45,7.245,0,,,100,0,0,0,0,0,0,100,87,90,77,79,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,3,ANDROPOGON GERARDII,GRASS,26.3,Oldest leaf (not senescent),11.2,0.55,6.16,20,,,80,20,0,0,0,0,0,92,85,82,97,87,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,2,ANDROPOGON GERARDII,GRASS,19.7,Oldest leaf (not senescent),15.5,0.6,9.3,0,,,100,0,0,0,2,1,0,104,112,106,75,73,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,1,ANDROPOGON GERARDII,GRASS,23.5,Oldest leaf (not senescent),5.7,0.35,1.995,0,,,100,0,0,0,0,0,0,94,99,93,85,90,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,5,AGROPYRON REPENS,GRASS,37.5,Oldest leaf (not senescent),17.4,0.35,6.09,10,,,90,10,40,43,44,47,48,12,13,15,10,8,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,4,AGROPYRON REPENS,GRASS,33.5,Oldest leaf (not senescent),15.3,0.25,3.825,20,,,80,20,38,42,36,44,52,11,7,8,11,12,-6.83729644
6.18.19,169,June,2,2,19,C,P,0,3,AGROPYRON REPENS,GRASS,28.2,Oldest leaf (not senescent),17,0.35,5.95,10,,,90,10,51,42,49,44,46,16,17,9,11,8,-6.83729644
